gen;nevals;avg;std;min;max
0;200;0.9708112547757283;0.00925084506260849;0.956294483181518;0.9826016760740766
1;154;0.9784020523131695;0.00566339144209401;0.956294483181518;0.9826016760740766
2;152;0.9812997879123787;0.003403752655007017;0.9616545534698522;0.9826016760740766
3;164;0.9820356659717241;0.0022988532647297156;0.9633136456243004;0.9826016760740766
4;151;0.9818494083667656;0.003799751344608479;0.956294483181518;0.9826016760740766
5;165;0.9814798649995008;0.004764299845308769;0.956294483181518;0.9826016760740766
6;160;0.9823318261886615;0.0019439942646296078;0.9633136456243004;0.9826016760740766
7;160;0.9819358172329241;0.003587851716770241;0.956294483181518;0.9826016760740766
8;164;0.9811911362821057;0.005293562074222886;0.956294483181518;0.9826016760740766
9;158;0.9817178713015877;0.0040388249542776845;0.956294483181518;0.9826016760740766
10;148;0.9818753213471259;0.003720419894767672;0.956294483181518;0.9826016760740766
11;160;0.9818398858297697;0.0038443183217641433;0.956294483181518;0.9826016760740766
12;159;0.9816559751379321;0.004366405991804832;0.956294483181518;0.9826016760740766
13;174;0.9817969509653571;0.003721079498481569;0.956294483181518;0.9826016760740766
14;161;0.98134870193036;0.0045756925124033985;0.956294483181518;0.9826016760740766
15;165;0.9820070315592113;0.0035218691872491445;0.956294483181518;0.9826016760740766
16;165;0.9822273417706319;0.002304020857559136;0.9633136456243004;0.9826016760740766
17;167;0.9818675782329688;0.003657541298692411;0.956294483181518;0.9826016760740766
18;156;0.9822976955341156;0.0016563773611908766;0.9633136456243004;0.9826016760740766
19;149;0.9814363722685794;0.004648012346146056;0.956294483181518;0.9826016760740766
20;156;0.981777659583821;0.004330983087323314;0.956294483181518;0.9826016760740766
21;151;0.9823745870669487;0.0019306018584724543;0.9633136456243004;0.9826016760740766
22;158;0.9821903369861923;0.002498157732306489;0.9633136456243004;0.9826016760740766
23;162;0.9820858586110509;0.00323686470243687;0.956294483181518;0.9826016760740766
24;168;0.981806485927143;0.003661679646183795;0.956294483181518;0.9826016760740766
25;155;0.9824017175006836;0.0011232546348781053;0.9738206832233163;0.9826016760740766
26;162;0.9820857750977993;0.002892372927368326;0.9616545534698522;0.9826016760740766
27;166;0.9817350724301619;0.004334354490847985;0.956294483181518;0.9826016760740766
28;158;0.9820857577308361;0.0026643911622330992;0.956294483181518;0.9826016760740766
29;171;0.98175262798638;0.0037030727701972996;0.956294483181518;0.9826016760740766
30;155;0.9823835514759385;0.0015283965846090155;0.9670301701302986;0.9826016760740766
31;154;0.9816914244422906;0.004508203858831175;0.956294483181518;0.9826016760740766
32;163;0.9819809440697311;0.00320128221265363;0.956294483181518;0.9826016760740766
