gen;nevals;avg;std;min;max
0;200;0.9751130181543856;0.015383509501218232;0.945836065809259;0.9947793947793947
1;144;0.9859462957971898;0.009147358878688776;0.945836065809259;0.9947793947793947
2;147;0.9911477751883617;0.005237376855432576;0.9564757852872328;0.9947793947793947
3;146;0.9933585077720164;0.003451434039951775;0.9721721204707741;0.9947793947793947
4;156;0.9942126735684179;0.0023344622763639615;0.9721950168227448;0.9947793947793947
5;161;0.9941536761341316;0.0027461376924152463;0.9721950168227448;0.9947793947793947
6;164;0.9926951734812168;0.008012322057850697;0.945836065809259;0.9947793947793947
7;158;0.9928006031080898;0.007766637706471628;0.945836065809259;0.9947793947793947
8;161;0.9941266888229339;0.0025282939794230032;0.9721950168227448;0.9947793947793947
9;145;0.9936037176646496;0.0053074376928842195;0.945836065809259;0.9947793947793947
10;158;0.9932024887837272;0.006478827107882465;0.945836065809259;0.9947793947793947
11;168;0.9934032235449323;0.005967954495237096;0.945836065809259;0.9947793947793947
12;151;0.9933130819860991;0.007179534069287007;0.945836065809259;0.9947793947793947
13;166;0.9939359828282482;0.003738679481373579;0.9721950168227448;0.9947793947793947
14;152;0.9932891648312849;0.006334991724054349;0.945836065809259;0.9947793947793947
15;158;0.9938474461819717;0.004449553513486222;0.945836065809259;0.9947793947793947
16;166;0.9930709650783291;0.006993122510704604;0.945836065809259;0.9947793947793947
17;143;0.9940389654413321;0.003644927490087023;0.9581792904117906;0.9947793947793947
18;155;0.9936017336394249;0.005936880788588512;0.945836065809259;0.9947793947793947
19;168;0.9932712642683907;0.006797495325823219;0.945836065809259;0.9947793947793947
20;169;0.9944311567773673;0.0020361011958876475;0.9721721204707741;0.9947793947793947
21;161;0.9941005166983342;0.0031284194947789053;0.9721950168227448;0.9947793947793947
22;163;0.9938555873914288;0.004579911588277431;0.945836065809259;0.9947793947793947
23;157;0.9937092402911939;0.004548694545600327;0.9581792904117906;0.9947793947793947
24;160;0.9931739887109342;0.007229522986549178;0.945836065809259;0.9947793947793947
25;152;0.9936550762602636;0.005683800403170281;0.945836065809259;0.9947793947793947
26;170;0.9930890325749533;0.006746456305191801;0.945836065809259;0.9947793947793947
27;157;0.993547681912903;0.006942466554571005;0.945836065809259;0.9947793947793947
28;155;0.9944224188121169;0.0016158127496047232;0.9860439184123395;0.9947793947793947
29;141;0.993682612652566;0.005047752477842288;0.945836065809259;0.9947793947793947
30;164;0.9929223822677037;0.007184076117061908;0.945836065809259;0.9947793947793947
31;147;0.9936993008426817;0.004910624341797213;0.945836065809259;0.9947793947793947
32;154;0.9933417951510205;0.006167853383172196;0.945836065809259;0.9947793947793947
33;164;0.9938007891666898;0.006051049693760236;0.945836065809259;0.9947793947793947
34;148;0.994421903450305;0.0016184747002290873;0.9860439184123395;0.9947793947793947
35;144;0.9940228559300742;0.003202948011027172;0.9721721204707741;0.9947793947793947
36;148;0.9937435061650319;0.0050568115364904844;0.945836065809259;0.9947793947793947
37;174;0.9935246470413879;0.005769179968461096;0.945836065809259;0.9947793947793947
38;147;0.993864439163372;0.0046368771743066734;0.945836065809259;0.9947793947793947
39;148;0.9939964453936508;0.0032421354813497267;0.9721721204707741;0.9947793947793947
40;159;0.9941524441484324;0.0027606367450899254;0.9721950168227448;0.9947793947793947
41;155;0.9940208497351251;0.0043218818657960265;0.9492713692445627;0.9947793947793947
42;160;0.9939349328289256;0.0035634335522909126;0.9581792904117906;0.9947793947793947
43;153;0.9936646404293306;0.004939648336995232;0.945836065809259;0.9947793947793947
44;162;0.9927997189628803;0.007780909822115092;0.945836065809259;0.9947793947793947
45;148;0.9934475774054663;0.005317392255895077;0.945836065809259;0.9947793947793947
46;152;0.993568435147018;0.005341721845304701;0.945836065809259;0.9947793947793947
47;152;0.9938198055242228;0.005302643392231891;0.945836065809259;0.9947793947793947
48;152;0.9937175377412482;0.004057264355889929;0.9564757852872328;0.9947793947793947
49;158;0.9940740563321434;0.002568731136134167;0.9721950168227448;0.9947793947793947
50;147;0.9938812534184427;0.0042538825397403545;0.945836065809259;0.9947793947793947
51;150;0.994135630613968;0.0030961323841197028;0.9721950168227448;0.9947793947793947
52;165;0.993088961572898;0.006994743217692561;0.945836065809259;0.9947793947793947
53;165;0.9938120951871534;0.004459688782056378;0.945836065809259;0.9947793947793947
54;156;0.9937670721935896;0.006124369950675694;0.945836065809259;0.9947793947793947
55;165;0.9941616120652383;0.0029994205151858307;0.9721950168227448;0.9947793947793947
56;158;0.9931679325817209;0.0062348730091676815;0.945836065809259;0.9947793947793947
57;170;0.9927376713107117;0.008407293324359565;0.945836065809259;0.9947793947793947
58;161;0.9937166758296595;0.005380706040150762;0.945836065809259;0.9947793947793947
59;153;0.9937507866558514;0.004553376086401729;0.945836065809259;0.9947793947793947
60;144;0.9932608434549133;0.0074045402288309605;0.945836065809259;0.9947793947793947
61;164;0.9938648189024895;0.004602535702082015;0.945836065809259;0.9947793947793947
62;155;0.9923525175247099;0.009518324300068435;0.945836065809259;0.9947793947793947
63;165;0.9929409156658986;0.006805503139362988;0.945836065809259;0.9947793947793947
64;163;0.9938820168348295;0.004831144932389014;0.945836065809259;0.9947793947793947
65;161;0.9936723551551077;0.005810976576608041;0.945836065809259;0.9947793947793947
66;158;0.99344664795758;0.00593864442402354;0.945836065809259;0.9947793947793947
67;152;0.9930615852204199;0.0074709150243901555;0.945836065809259;0.9947793947793947
68;153;0.9936896338658738;0.005699486458975732;0.945836065809259;0.9947793947793947
69;169;0.9941704780854007;0.002757581286157938;0.9721950168227448;0.9947793947793947
70;158;0.9936461323973725;0.0055495510308393526;0.945836065809259;0.9947793947793947
71;158;0.9935868966150678;0.0052299527086090555;0.945836065809259;0.9947793947793947
72;156;0.9938454681177928;0.0052945819247209105;0.945836065809259;0.9947793947793947
73;145;0.9934722106949847;0.005701192101967093;0.9492713692445627;0.9947793947793947
74;159;0.9939262596777678;0.0027330901533853236;0.9739708040221519;0.9947793947793947
75;146;0.9931311888567492;0.00686622465044467;0.945836065809259;0.9947793947793947
76;156;0.9932882698088238;0.0066715625450635705;0.945836065809259;0.9947793947793947
77;150;0.9935692836321124;0.0048414234867896686;0.9492713692445627;0.9947793947793947
78;151;0.993803655743958;0.004503667927200605;0.9492713692445627;0.9947793947793947
79;165;0.9939874775635628;0.0037599695616218577;0.9581792904117906;0.9947793947793947
80;169;0.9933793368769241;0.0056646178036258545;0.945836065809259;0.9947793947793947
81;156;0.9933749577144784;0.006764880282011212;0.945836065809259;0.9947793947793947
82;166;0.994092391828624;0.0031761824420708886;0.9721950168227448;0.9947793947793947
83;157;0.9937788305417579;0.004808145786498421;0.945836065809259;0.9947793947793947
84;150;0.9923192665319029;0.00924074669184174;0.945836065809259;0.9947793947793947
85;160;0.993401627732252;0.006767219223254017;0.945836065809259;0.9947793947793947
86;162;0.9936983620448845;0.0053976000906805046;0.945836065809259;0.9947793947793947
87;156;0.9943614988106642;0.0021453228624446117;0.9721950168227448;0.9947793947793947
88;141;0.9941186271453921;0.0030862807245573697;0.9721950168227448;0.9947793947793947
89;155;0.9928892231624008;0.007164944053800605;0.945836065809259;0.9947793947793947
90;175;0.9934148969368158;0.004496288309716945;0.9721950168227448;0.9947793947793947
91;156;0.9942830227916554;0.0025511989924711155;0.9721950168227448;0.9947793947793947
92;159;0.9938403785441973;0.003631859374058411;0.9721950168227448;0.9947793947793947
93;151;0.9937617636262991;0.003903103882177508;0.9721721204707741;0.9947793947793947
94;155;0.9936298337590653;0.003589285681487816;0.9721721204707741;0.9947793947793947
95;154;0.9930624487572004;0.006874368910891251;0.945836065809259;0.9947793947793947
96;152;0.9938129766074164;0.004829460875007378;0.945836065809259;0.9947793947793947
97;160;0.9938914971700248;0.0033499670823048874;0.9721721204707741;0.9947793947793947
98;157;0.9934278910245041;0.006745680544510248;0.945836065809259;0.9947793947793947
99;160;0.9936724016725162;0.00553172945392084;0.945836065809259;0.9947793947793947
100;162;0.9940838553455345;0.0034401347492854523;0.9704649679741479;0.9947793947793947
