gen;nevals;avg;std;min;max
0;200;0.9299233264925977;0.12132144289781009;0.6894609551166785;0.9964887964887964
1;153;0.9883228297838597;0.04151137344603404;0.69353351931149;0.9964887964887964
2;157;0.9951854125503995;0.0014176642945017282;0.9878009385904123;0.9964887964887964
3;157;0.9898061396837057;0.04275703119385776;0.6894609551166785;0.9964887964887964
4;159;0.9931433059723151;0.0299482310326002;0.6894609551166785;0.9964887964887964
5;148;0.991640476642857;0.037038329531163136;0.6894609551166785;0.9964887964887964
6;155;0.9962037579200606;0.0011443117835384623;0.9878473121091863;0.9964887964887964
7;144;0.9917448650589885;0.03683351266831956;0.6894609551166785;0.9964887964887964
8;161;0.9933347904209898;0.02975206544396316;0.69353351931149;0.9964887964887964
9;163;0.9885743097529707;0.047888677980794304;0.6894609551166785;0.9964887964887964
10;176;0.9916851720705211;0.03730878850508197;0.6894609551166785;0.9964887964887964
11;158;0.9947672966914365;0.021377313238437445;0.69353351931149;0.9964887964887964
12;152;0.9946868798893559;0.02166241487646915;0.6894609551166785;0.9964887964887964
13;162;0.994634166763472;0.0216759826132986;0.6894609551166785;0.9964887964887964
14;153;0.9915759412413624;0.03713994456803199;0.6894609551166785;0.9964887964887964
15;152;0.9963509197456563;0.0006072099952701524;0.993023793023793;0.9964887964887964
16;165;0.9917098114066718;0.037040875391794514;0.6894609551166785;0.9964887964887964
17;154;0.9961356224892808;0.0013525306497747603;0.9878473121091863;0.9964887964887964
18;153;0.9962127912448835;0.001204055098456592;0.9878056193845668;0.9964887964887964
19;146;0.9899886610715777;0.04281230945739438;0.6894609551166785;0.9964887964887964
20;148;0.994583158265095;0.021674923798607602;0.6894609551166785;0.9964887964887964
21;162;0.9963077080240107;0.0009988573177180384;0.9878473121091863;0.9964887964887964
22;153;0.9946171135198463;0.021672448529422204;0.6894609551166785;0.9964887964887964
23;160;0.9933664294883462;0.029952419473245617;0.6894609551166785;0.9964887964887964
24;157;0.9963167109540663;0.0009454885657760975;0.9878473121091863;0.9964887964887964
25;164;0.9964112047269938;0.0004985548892332151;0.9912706228495702;0.9964887964887964
26;153;0.9933493250925511;0.02995510392873363;0.6894609551166785;0.9964887964887964
27;147;0.9963079494029426;0.0008351964375108999;0.9878473121091863;0.9964887964887964
28;162;0.9962991774731182;0.0009271672701911016;0.9878473121091863;0.9964887964887964
29;154;0.994654322900029;0.021390723851609738;0.69353351931149;0.9964887964887964
30;155;0.9962815928400007;0.0010306955800459202;0.9878473121091863;0.9964887964887964
31;155;0.9946374242719052;0.021629245615028877;0.6900167651800073;0.9964887964887964
32;154;0.9886838491911152;0.0475458778962336;0.6894609551166785;0.9964887964887964
33;156;0.9962991713941648;0.0008600709594100333;0.9878473121091863;0.9964887964887964
34;161;0.9932748968270587;0.030342600591103164;0.6894609551166785;0.9964887964887964
35;155;0.9916538376921729;0.03713709593594434;0.6894609551166785;0.9964887964887964
36;148;0.9948019518882941;0.021616087775943746;0.6900167651800073;0.9964887964887964
37;161;0.9914458803742741;0.03727762867404459;0.6894609551166785;0.9964887964887964
38;152;0.996342344121548;0.0007871732821563963;0.9878473121091863;0.9964887964887964
39;138;0.991745353895806;0.0368262575356639;0.6894609551166785;0.9964887964887964
40;173;0.9914604263412825;0.037302028592847924;0.6894609551166785;0.9964887964887964
41;156;0.9947147859453196;0.0216361634808019;0.6900167651800073;0.9964887964887964
42;152;0.9962476601218575;0.00103666159520661;0.9878473121091863;0.9964887964887964
43;157;0.9945776204446358;0.02139050442565262;0.69353351931149;0.9964887964887964
44;150;0.988558875703579;0.04749769353280055;0.6894609551166785;0.9964887964887964
45;150;0.9931436739112707;0.030538511425411044;0.6894609551166785;0.9964887964887964
46;144;0.9931959376080107;0.029924190829928497;0.6900167651800073;0.9964887964887964
47;157;0.9948072396092021;0.02165492744922907;0.6894609551166785;0.9964887964887964
48;162;0.9930824380926535;0.03054476267289902;0.6894609551166785;0.9964887964887964
49;165;0.9947210539864312;0.02165837359253956;0.6894609551166785;0.9964887964887964
50;172;0.9947210600653846;0.021659083161642;0.6894609551166785;0.9964887964887964
51;164;0.9948842619147422;0.02081062961158463;0.7014453970151859;0.9964887964887964
52;156;0.9917363405870495;0.03682978828383648;0.6894609551166785;0.9964887964887964
53;160;0.9887812629331907;0.04704663586843651;0.6894609551166785;0.9964887964887964
54;144;0.9961868455302343;0.0014083212402997293;0.9878473121091863;0.9964887964887964
55;162;0.9917708527711321;0.0363409547794443;0.6894609551166785;0.9964887964887964
56;165;0.9945399204484299;0.021676927952800795;0.6894609551166785;0.9964887964887964
57;167;0.9947115786772126;0.021666998613078504;0.6894609551166785;0.9964887964887964
58;153;0.9946806959206254;0.021380706253062487;0.69353351931149;0.9964887964887964
59;160;0.9947039635277488;0.021668663456037112;0.6894609551166785;0.9964887964887964
60;152;0.9916588155075792;0.03731041140168485;0.6894609551166785;0.9964887964887964
61;161;0.9886313896020704;0.0475422898528434;0.6894609551166785;0.9964887964887964
62;163;0.9931685915414515;0.03054202791923028;0.6894609551166785;0.9964887964887964
63;163;0.9901322476250795;0.042969015829001644;0.6894609551166785;0.9964887964887964
64;157;0.9932715127092189;0.02994962833382434;0.6894609551166785;0.9964887964887964
65;161;0.9946289432693862;0.021393060378931975;0.69353351931149;0.9964887964887964
66;170;0.9963336129651915;0.0006964718172026207;0.9912706228495702;0.9964887964887964
67;154;0.991742490680553;0.037265200752240144;0.6894609551166785;0.9964887964887964
68;171;0.9962651918235997;0.0009960201390934076;0.9878473121091863;0.9964887964887964
69;153;0.990066672281168;0.04281652002756343;0.6894609551166785;0.9964887964887964
70;153;0.9963687250003036;0.0005015793408151606;0.993023793023793;0.9964887964887964
71;153;0.9931859390953843;0.03054248079255871;0.6894609551166785;0.9964887964887964
72;163;0.9915667133900294;0.037141777872882906;0.6894609551166785;0.9964887964887964
73;150;0.9962733297630599;0.0009301954018615291;0.9878473121091863;0.9964887964887964
74;163;0.9901158691452864;0.04296271801473806;0.6894609551166785;0.9964887964887964
75;163;0.9946085561325984;0.021675493831088098;0.6894609551166785;0.9964887964887964
76;151;0.9962991488575568;0.0009891706418418468;0.9878473121091863;0.9964887964887964
77;146;0.9963421252792238;0.0008064408103545232;0.9878473121091863;0.9964887964887964
78;163;0.9916158677014735;0.03730621771243542;0.6894609551166785;0.9964887964887964
79;164;0.9917628106847451;0.037312503210712916;0.6894609551166785;0.9964887964887964
80;146;0.9947557058002872;0.021663911381685406;0.6894609551166785;0.9964887964887964
81;158;0.9947815882048602;0.02165873390914212;0.6894609551166785;0.9964887964887964
82;164;0.9963423666581559;0.0006171736592970424;0.993023793023793;0.9964887964887964
83;155;0.9961007457541473;0.0013098389702878711;0.9878473121091863;0.9964887964887964
84;156;0.9946778422647856;0.021668930846111205;0.6894609551166785;0.9964887964887964
85;160;0.994746323640732;0.020825316726130444;0.7014453970151859;0.9964887964887964
86;157;0.994746927791509;0.02166425567850344;0.6894609551166785;0.9964887964887964
87;157;0.9932723496394328;0.03054188582003928;0.6894609551166785;0.9964887964887964
88;165;0.9930389978913187;0.030545556613292;0.6894609551166785;0.9964887964887964
89;159;0.9945394931424826;0.021673511726812603;0.6894609551166785;0.9964887964887964
90;150;0.9931600445329045;0.03054330019104393;0.6894609551166785;0.9964887964887964
91;162;0.9930475041263975;0.030546723183540455;0.6894609551166785;0.9964887964887964
92;149;0.9963248124198057;0.0008577261544593798;0.9878473121091863;0.9964887964887964
93;162;0.9901068948307921;0.04296195601171053;0.6894609551166785;0.9964887964887964
94;160;0.9962481264220671;0.000880106697202563;0.9878473121091863;0.9964887964887964
95;154;0.9901233525231359;0.042541933188653715;0.6894609551166785;0.9964887964887964
96;160;0.9962303004100178;0.0011682515287597466;0.9878473121091863;0.9964887964887964
97;155;0.996334081044607;0.0006017506490063071;0.993023793023793;0.9964887964887964
98;160;0.9869675144326929;0.05233517390665677;0.6894609551166785;0.9964887964887964
99;151;0.9901500571794744;0.04296709537569337;0.6894609551166785;0.9964887964887964
100;157;0.9961439202607365;0.001360659464341559;0.9878473121091863;0.9964887964887964
