gen,avg,max
1,0.8451862068965518,0.9722188905547228
2,0.9327974512743629,0.9739430284857571
3,0.9520991004497751,0.9739430284857571
4,0.9618172413793102,0.9739580209895052
5,0.9643346326836582,0.9739430284857571
6,0.9615188905547227,0.9756671664167916
7,0.9630970014992505,0.9774062968515743
8,0.9624052473763121,0.9774062968515741
9,0.9616746626686659,0.9739580209895052
10,0.970544827586207,0.9756671664167916
11,0.9711895052473761,0.9756671664167916
12,0.9688986506746626,0.9756971514242878
13,0.9579055472263868,0.9756671664167916
14,0.9627854572713644,0.9774212893553222
15,0.9666235382308846,0.9756671664167916
16,0.9697143928035983,0.9756821589205396
17,0.971344227886057,0.9756671664167916
18,0.9685145427286358,0.9773913043478262
19,0.9707199400299851,0.9756671664167916
20,0.9685680659670167,0.9756821589205396
21,0.9685848575712144,0.9756821589205396
22,0.9651653673163416,0.9756821589205396
23,0.9565532233883061,0.9756821589205396
24,0.9710667166416792,0.9756821589205396
25,0.971361019490255,0.9756971514242878
26,0.969731784107946,0.9756971514242878
27,0.9680646176911543,0.9756971514242878
28,0.968376911544228,0.9756971514242878
29,0.971032383808096,0.9756971514242878
30,0.9555272863568216,0.9756971514242878
31,0.9560478260869567,0.9756971514242878
32,0.9675782608695651,0.9756971514242878
33,0.9684983508245877,0.9756971514242878
34,0.9654071964017992,0.9756971514242878
35,0.9639679160419792,0.9756971514242878
36,0.9709634182908546,0.9756971514242878
37,0.97084107946027,0.9756971514242878
38,0.9682910044977511,0.9756971514242878
39,0.9706331334332835,0.9756971514242878
40,0.9672662668665667,0.9756971514242878
41,0.965028335832084,0.9756971514242878
42,0.9686365817091456,0.9756971514242878
43,0.9662250374812595,0.9756971514242878
44,0.9700079460269866,0.9756971514242878
45,0.9710850074962519,0.9756971514242878
46,0.96454047976012,0.9756971514242878
47,0.9676838080959521,0.9756971514242878
48,0.9680134932533733,0.9756971514242878
49,0.9644185907046479,0.9756971514242878
50,0.9654245877061469,0.9756971514242878
51,0.957783508245877,0.9774062968515741
52,0.9611721139430284,0.9774062968515741
53,0.9692955022488754,0.9774062968515741
54,0.969089655172414,0.9774062968515741
55,0.9543472263868067,0.9774062968515741
56,0.9682187406296854,0.9774062968515741
57,0.9712409295352324,0.9774062968515741
58,0.9713257871064469,0.9774062968515741
59,0.9710833583208395,0.9774062968515741
60,0.9697490254872565,0.9774062968515741
61,0.9709101949025489,0.9774062968515741
62,0.9716728635682158,0.9774062968515741
63,0.9663784107946027,0.9774062968515741
64,0.9709794602698651,0.9774062968515741
65,0.9682866566716644,0.9774062968515741
66,0.9690182908545728,0.9774062968515741
67,0.9682548725637184,0.9774062968515741
68,0.9634098950524739,0.9774062968515741
69,0.9642422788605697,0.9774062968515741
70,0.9685145427286357,0.9774062968515741
71,0.9655275862068967,0.9774062968515741
72,0.9662382308845578,0.9774062968515741
73,0.971568515742129,0.9774062968515741
74,0.9629593703148427,0.9774062968515741
75,0.958947676161919,0.9774062968515741
76,0.9682724137931035,0.9774062968515741
77,0.9592967016491756,0.9774062968515741
78,0.965894002998501,0.9774062968515741
79,0.9710479760119941,0.9774062968515741
80,0.9708584707646176,0.9774062968515741
81,0.9676980509745128,0.9774062968515741
82,0.9513434782608695,0.9774062968515741
83,0.9717253373313344,0.9774062968515741
84,0.9711352323838081,0.9774062968515741
85,0.9710673163418292,0.9774062968515741
86,0.9599209895052474,0.9774062968515741
87,0.9686191904047977,0.9774062968515741
88,0.9705799100449775,0.9774062968515741
89,0.9586355322338831,0.9774062968515741
90,0.9669685157421288,0.9774062968515741
91,0.969852023988006,0.9774062968515741
92,0.9542272863568215,0.9774062968515741
93,0.9676307346326838,0.9774062968515741
94,0.970684407796102,0.9774062968515741
95,0.968271964017991,0.9774062968515741
96,0.9704764617691157,0.9774062968515741
97,0.9710313343328336,0.9774062968515741
98,0.9714134932533733,0.9774062968515741
99,0.9687572713643181,0.9774062968515741
100,0.9673521739130436,0.9774062968515741
