gen,avg,max
1,0.9899276371975512,0.9964887964887964
2,0.9953329843124449,0.9964887964887964
3,0.9898947697502458,0.9964887964887964
4,0.9963601597548964,0.9964887964887964
5,0.996324789015835,0.9964887964887964
6,0.9962042034628681,0.9964887964887964
7,0.9933496878643961,0.9964887964887964
8,0.9963508807513941,0.9964887964887964
9,0.9962300694097869,0.9964887964887964
10,0.991809530068661,0.9964887964887964
11,0.9962730640683142,0.9964887964887964
12,0.9933064786632922,0.9964887964887964
13,0.9947928978060694,0.9964887964887964
14,0.9962815581454859,0.9964887964887964
15,0.996203972462637,0.9964887964887964
16,0.996394100331199,0.9964887964887964
17,0.9933026814658311,0.9964887964887964
18,0.9962820609194162,0.9964887964887964
19,0.9962294457981232,0.9964887964887964
20,0.994715329497621,0.9964887964887964
21,0.9946605068687595,0.9964887964887964
22,0.9961778876733944,0.9964887964887964
23,0.9948589550453849,0.9964887964887964
24,0.9963772537719904,0.9964887964887964
25,0.9962386121185861,0.9964887964887964
26,0.9964114418061782,0.9964887964887964
27,0.9948112148726582,0.9964887964887964
28,0.9962473944271119,0.9964887964887964
29,0.9917193826413171,0.9964887964887964
30,0.9963596873757333,0.9964887964887964
31,0.9964197456565875,0.9964887964887964
32,0.996428517586412,0.9964887964887964
33,0.9948011998772724,0.9964887964887964
34,0.9917538722887917,0.9964887964887964
35,0.9947464536331401,0.9964887964887964
36,0.9962735260687762,0.9964887964887964
37,0.9964026637974004,0.9964887964887964
38,0.993326635662309,0.9964887964887964
39,0.9964802555592027,0.9964887964887964
40,0.9917190502642392,0.9964887964887964
41,0.9963077305606185,0.9964887964887964
42,0.9948442058312469,0.9964887964887964
43,0.9964028704818176,0.9964887964887964
44,0.9948411446236269,0.9964887964887964
45,0.9963682222263733,0.9964887964887964
46,0.9962910820863322,0.9964887964887964
47,0.993093051134758,0.9964887964887964
48,0.9963687085426491,0.9964887964887964
49,0.9963077062448048,0.9964887964887964
50,0.9948416361070133,0.9964887964887964
51,0.9933229624506558,0.9964887964887964
52,0.9962391131133106,0.9964887964887964
53,0.9932141333876047,0.9964887964887964
54,0.9963506601298638,0.9964887964887964
55,0.9949051838132774,0.9964887964887964
56,0.9948016914100418,0.9964887964887964
57,0.9947901169765467,0.9964887964887964
58,0.9948504141157913,0.9964887964887964
59,0.994832661792519,0.9964887964887964
60,0.9949397362280386,0.9964887964887964
61,0.9962813332242084,0.9964887964887964
62,0.9962471816637413,0.9964887964887964
63,0.9963255175784056,0.9964887964887964
64,0.996315999716513,0.9964887964887964
65,0.9964202198149564,0.9964887964887964
66,0.9963335782706768,0.9964887964887964
67,0.9948790807871746,0.9964887964887964
68,0.9917371696591042,0.9964887964887964
69,0.9948326088611439,0.9964887964887964
70,0.9963943252524765,0.9964887964887964
71,0.9948762904414109,0.9964887964887964
72,0.9948328337824215,0.9964887964887964
73,0.9964116484905955,0.9964887964887964
74,0.9962815642244394,0.9964887964887964
75,0.9964031318768158,0.9964887964887964
76,0.9932550081644536,0.9964887964887964
77,0.9900574626666951,0.9964887964887964
78,0.9963166987961594,0.9964887964887964
79,0.9932203173563352,0.9964887964887964
80,0.9932549917067991,0.9964887964887964
81,0.9948097468858197,0.9964887964887964
82,0.9962901294698469,0.9964887964887964
83,0.9947928917271159,0.9964887964887964
84,0.9963423398218003,0.9964887964887964
85,0.9963858007805374,0.9964887964887964
86,0.9964285115074586,0.9964887964887964
87,0.9933150482084473,0.9964887964887964
88,0.9963162471743985,0.9964887964887964
89,0.9932712548726326,0.9964887964887964
90,0.9963511507458872,0.9964887964887964
91,0.9961695552074241,0.9964887964887964
92,0.996376763155967,0.9964887964887964
93,0.9963599530704792,0.9964887964887964
94,0.9963770227717593,0.9964887964887964
95,0.9947644959669719,0.9964887964887964
96,0.9932461893822071,0.9964887964887964
97,0.9964546266914686,0.9964887964887964
98,0.9948617340957014,0.9964887964887964
99,0.9918519933376969,0.9964887964887964
100,0.9932115064322482,0.9964887964887964
